timestamp,HY_2080_1#AI705.PV,HY_2080_1#AI701.PV,HY_2080_1#AIAS704.PV,HY_2080_1#FI702.PV,HY_2080_1#FIC701.PV,HY_2080_1#LIC701.PV,HY_2080_1#FIQ101.PV,HY_2080_1#FIQC102_2.PV,HY_2080_1#FIC103_2.PV,HY_2080_1#FIC8.PV,HY_2080_1#FIC8.MV,HY_2080_1#FIC1_1.PV,HY_2080_1#FI105.PV,HY_2080_1#PdI2.PV,HY_2080_1#PdI1.PV,HY_2080_1#PIC104.PV,HY_2080_1#PIA2.PV,HY_2080_1#PI1.PV,HY_2080_1#FIC3.MV,HY_2080_1#FI131.PV,HY_2080_1#TI1003.PV,HY_2080_1#AIAS102.PV,HY_2080_1#AIAS103.PV
2026-03-30 23:08:01,99.92456055,12.93647575,0.390811235,42032.12109,1741.473145,261.646759,223113.3125,46260.66406,88484.46094,339.2991943,65.0,5940.13623,22666.64844,4.437418461,5.545918941,7.017780781,35.88648224,426.403717,32.0,647.0574951,,99.81204224,0.132434726
2026-03-30 23:08:06,99.92456055,12.93698025,0.390857965,42448.91797,1735.088501,263.0757141,223120.3594,46259.53516,88479.14063,339.2580566,65.0,5990.334961,22656.96094,4.433735371,5.540485382,7.017387867,35.88616562,426.4024048,32.0,646.5813599,,99.81202698,0.132416174
2026-03-30 23:08:11,99.92456055,12.93748569,0.390904725,42492.67578,1729.692383,258.0984192,223127.3906,46258.40234,88473.82813,339.2169495,65.0,6001.359863,22871.01758,4.43005228,5.535052299,7.016994953,35.88584518,426.4010925,32.0,646.1051636,,99.81201935,0.132397622
2026-03-30 23:08:16,99.92456055,12.93799114,0.390951455,42524.75391,1731.480835,263.0587769,223134.4219,46257.26953,88468.50781,339.1758118,65.0,5998.306152,22752.08984,4.42636919,5.52961874,7.016602039,35.88552856,426.3997803,32.0,644.005249,,99.81200409,0.13237907
2026-03-30 23:08:21,99.92456055,12.93849659,0.390998214,41872.79297,1722.308105,264.5285645,223141.4531,46256.13672,88463.19531,339.1346741,65.0,5995.252441,22675.00586,4.422686577,5.524185658,7.016209126,35.88521194,426.3984985,32.0,640.4801025,,99.81198883,0.132360518
2026-03-30 23:08:26,99.92456055,12.93900108,0.391044945,41868.96484,1719.138306,264.90625,223148.5,46255.00781,88457.875,339.0935364,65.0,5976.868652,22786.84766,4.419003487,5.519295216,7.015816689,35.88489151,426.3971863,32.0,636.9549561,,99.8119812,0.132341966
2026-03-30 23:08:31,99.92456055,12.93950653,0.391091704,42628.06641,1725.578125,265.2839355,223155.5313,46253.875,88452.55469,338.8746033,65.0,5954.861328,22689.73828,4.415320396,5.519499302,7.015423775,35.88457489,426.395874,32.0,633.4298096,,99.81196594,0.132323414
2026-03-30 23:08:36,99.92456055,12.94001198,0.391138434,42611.29297,1732.018066,265.6616211,223162.5625,46252.74219,88447.24219,338.644928,65.0,5960.363281,22592.63086,4.411637306,5.519702911,7.016072273,35.88425827,426.3945618,32.0,630.7141113,,99.81195831,0.132304862
2026-03-30 23:08:41,99.92456055,12.94051647,0.391185194,41751.51953,1731.285278,260.5880737,223169.6094,46251.60938,88441.92188,338.4152527,65.0,5972.342285,22552.23242,4.407954216,5.519906998,7.016752243,35.88393784,426.3932495,32.0,628.723938,,99.81194305,0.13228631
2026-03-30 23:08:46,99.92456055,12.94024563,0.391231924,41956.33203,1725.232788,264.2632141,223176.6406,46250.48047,88436.60938,338.1855774,65.0,5984.321777,22777.38086,4.406564713,5.520111084,7.017432213,35.88362122,426.3919373,32.0,626.7337646,,99.81193542,0.132267758
2026-03-30 23:08:51,99.92456055,12.93986225,0.391278684,42191.89453,1728.966919,264.1264038,223183.6719,46249.34766,88431.28906,337.9559021,65.0,5996.300781,22745.09375,4.406211376,5.520314693,7.018112183,35.8833046,426.390625,32.0,624.7435913,,99.81192017,0.132249206
2026-03-30 23:08:56,99.92456055,12.93947887,0.391325414,42349.39844,1732.700928,262.8505859,223190.7031,46248.21484,88425.97656,337.7262268,65.0,6008.279785,22712.80664,4.40585804,5.52051878,7.018791676,35.88298416,426.3893127,32.0,622.753418,,99.81190491,0.132230654
2026-03-30 23:09:01,99.92456055,12.9390955,0.391372174,42106.08594,1729.107788,261.5747681,223189.4531,46247.08203,88420.65625,337.7321472,65.0,5984.831055,22694.13281,4.405504704,5.520722866,7.019471645,35.88266754,426.388031,32.0,614.8917847,,99.81189728,0.132212102
2026-03-30 23:09:06,99.92456055,12.93871212,0.391418904,41851.83203,1721.370361,265.0424194,223187.7031,46245.95313,88415.33594,337.7519226,65.0,5953.266602,22748.18359,4.405151367,5.520926476,7.020151615,35.88235092,426.3867188,32.0,601.855957,,99.81188202,0.13219355
2026-03-30 23:09:11,99.92456055,12.93832779,0.391465664,42274.19922,1725.559937,261.1235046,223185.9531,46244.82031,88410.02344,337.7717285,65.0,5952.980957,22744.67578,4.404797554,5.521130562,7.020831585,35.8820343,426.3854065,32.0,594.6932983,,99.81187439,0.132174999
2026-03-30 23:09:16,99.92456055,12.93794441,0.391512394,42712.55859,1729.74939,260.2742004,223184.2031,46243.6875,88404.70313,337.7915344,65.0,5959.984375,22530.33789,4.404444218,5.521334171,7.021511078,35.88171387,426.3840942,32.0,592.7607422,,99.81185913,0.132156447
2026-03-30 23:09:21,99.92456055,12.93756104,0.391559154,42883.49219,1731.24707,260.3543091,223182.4531,46242.55469,88399.39063,337.8113098,65.0,5966.987305,22805.7168,4.404090881,5.521538258,7.022191048,35.88139725,426.382782,32.0,587.9962769,,99.8118515,0.132137895
2026-03-30 23:09:26,99.92456055,12.93717766,0.391605884,42589.83594,1728.47876,260.4344177,223180.7031,46241.42578,88394.07031,337.8311157,65.0,5939.710938,22775.62891,4.403737545,5.521704674,7.022871017,35.88108063,426.3814697,32.0,570.2766724,,99.81183624,0.132119343
2026-03-30 23:09:31,99.92456055,12.93679428,0.391652644,42282.67188,1725.710327,260.5145264,223178.9531,46240.29297,88388.75,337.8509216,65.0,5941.121582,22745.54102,4.403383732,5.521507263,7.023550987,35.88076019,426.3801575,32.0,536.4592285,,99.81182098,0.132100791
2026-03-30 23:09:36,99.92456055,12.9364109,0.391699374,42599.35547,1717.933228,260.594635,223177.2031,46239.16016,88383.4375,337.870697,65.0,5951.193359,22715.45508,4.403030396,5.521309376,7.02423048,35.88044357,426.3788452,32.0,515.769043,,99.81181335,0.132082239
2026-03-30 23:09:41,99.92456055,12.93602753,0.391746134,42472.65234,1713.198242,260.6747437,223175.4531,46238.02734,88378.11719,337.8905029,65.0,5961.265137,22695.53125,4.402677059,5.521111488,7.02491045,35.88012695,426.3775635,32.0,522.8221436,,99.8117981,0.132063687
2026-03-30 23:09:46,99.92456055,12.93564415,0.391792864,42668.5,1719.350464,260.7548828,223173.7031,46236.89844,88372.80469,337.9103088,65.0,5971.337402,22730.4082,4.402323723,5.520914078,7.02559042,35.87980652,426.3796387,32.0,539.2113647,,99.81179047,0.132045135
2026-03-30 23:09:51,99.92456055,12.93526077,0.391382426,42194.19141,1720.224609,260.8349915,223171.9531,46235.76563,88357.71875,337.9300842,65.0,5981.40918,22765.2832,4.401970387,5.52071619,7.02627039,35.8794899,426.3822327,32.0,555.6005859,,99.81177521,0.132026583
2026-03-30 23:09:56,99.92456055,12.9348774,0.389617205,42865.02734,1721.375488,260.9151001,223170.2031,46234.63281,88325.35938,337.9498901,65.0,5991.480957,22800.16016,4.401616573,5.520518303,7.026949883,35.87982941,426.3848267,32.0,569.0072021,,99.81176758,0.132008031
2026-03-30 23:10:01,99.92456055,12.93449402,0.389677048,42698.98828,1716.835815,260.9952087,223168.4531,46233.5,88293.00781,337.969696,65.0,6001.552734,22819.63086,4.401263237,5.520320415,7.027629852,35.88087463,426.3874207,32.0,579.7790527,,99.81175232,0.131989464
2026-03-30 23:10:06,99.92456055,12.93411064,0.389736891,42083.42188,1721.88855,258.0631714,223166.6875,46232.37109,88260.64844,337.9894714,65.0,5992.092773,22754.64063,4.400909901,5.520123005,7.028309822,35.88191986,426.3900146,32.0,585.8710938,,99.81173706,0.131970912
2026-03-30 23:10:11,99.92456055,12.93372726,0.389796704,42379.125,1726.941162,263.7948914,223164.9375,46231.23828,88228.28906,338.0092773,65.0,5978.158203,22689.65039,4.38775444,5.519925117,7.028989315,35.88296509,426.3926086,32.0,587.7857666,,99.81172943,0.13195236
2026-03-30 23:10:16,99.92456055,12.93334389,0.389856547,42699.91016,1729.105347,261.1453247,223163.1875,46230.10547,88195.9375,338.0290833,65.0,5964.223633,22651.42383,4.401604176,5.519730568,7.029669285,35.88401031,426.3952026,32.0,592.2420044,,99.81171417,0.131933808
2026-03-30 23:10:21,99.92456055,12.93296051,0.38991639,42691.14844,1726.684326,261.1915283,223161.4375,46228.97266,88163.57813,338.0488586,65.0,6002.760742,22759.03516,4.410491943,5.519536018,7.030349255,35.88505554,426.3977966,32.0,598.9344482,,99.81170654,0.131915256
2026-03-30 23:10:26,99.92456055,12.93257713,0.389976203,42155.12109,1724.263428,262.1567993,223159.6875,46227.84375,88131.22656,338.1603088,65.0,6003.493652,22843.14648,4.410669804,5.519341469,7.031029224,35.88609695,426.4003906,32.0,605.6268921,,99.81169128,0.131896704
2026-03-30 23:10:31,99.92456055,12.93219376,0.390036047,42697.76953,1721.842407,263.1220398,223157.9375,46226.71094,88098.86719,338.2773438,65.0,5992.82959,22802.45898,4.410847664,5.519146442,7.031708717,35.88714218,426.4029846,32.0,612.3193359,,99.81168365,0.131878152
